Unnamed: 0,Close,Close_diff_MA_7,Volume_diff_MA_7,Close_diff_MA_30,Volume_diff_MA_30,Close_diff_MA_90,Volume_diff_MA_90,Close_diff_MA_180,Volume_diff_MA_180,Volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,Margin_Gross,Margin_Operating,Margin_Net_Profit,^VIX,SPY,CL=F,BZ=F,BTC=F,10year,5year,3year,2year,insider_acquisition,insider_disposal,mean_sentiment,mean_outlook,delta_Close,delta_Volume,delta_reportedEPS,delta_estimatedEPS,delta_surprise,delta_surprisePercentage,delta_Margin_Gross,delta_Margin_Operating,delta_Margin_Net_Profit,delta_^VIX,delta_SPY,delta_CL=F,delta_BZ=F,delta_BTC=F,delta_10year,delta_5year,delta_3year,delta_2year,delta_insider_acquisition,delta_insider_disposal,delta_mean_sentiment,delta_mean_outlook,PQ
1986-06-30 00:00:00+00:00,0.4960939884185791,0.0102274779642339,-0.4749718332528569,0.0957723641536087,-0.6440936863543788,0.2010089797436743,-0.5622769115160624,0.0793713205136465,-0.5115218644630409,159942400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,7.8,7.64,7.8,7.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0
1986-09-30 00:00:00+00:00,0.2773439884185791,0.1347038456709796,-0.0653735225923203,0.0113963165897874,1.2168320240368065,-0.2275141804160911,1.3306241979533415,-0.266865123562824,1.3596890616324262,181043200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,7.45,6.92,7.45,6.35,0.0,0.0,0.0,0.0,-0.21875,21100800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34999999999999964,-0.7199999999999998,-0.34999999999999964,-0.8300000000000001,0.0,0.0,0.0,0.0,0
1986-12-31 00:00:00+00:00,0.1484380066394806,0.0037762740140233,0.2007133592736706,-0.0671010147076636,-0.5876369022099233,-0.3300667106873228,-0.3353529148983694,-0.5202342440263438,-0.1582725227514818,365961600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,7.11,6.67,7.11,6.27,0.0,0.0,0.0,0.0,-0.1289059817790985,184918400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33999999999999986,-0.25,-0.33999999999999986,-0.08000000000000007,0.0,0.0,0.0,0.0,1
1987-03-31 00:00:00+00:00,0.2109380066394806,-0.010469163465734,-0.3715758068890697,-0.0748124759931224,-0.7051531392431373,0.1070633456838164,-0.7048800301163044,-0.0981612927275243,-0.5811452072129073,440940800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,7.25,6.79,7.25,6.42,0.0,0.0,0.0,0.0,0.0625,74979200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999968,0.1200000000000001,0.13999999999999968,0.15000000000000036,0.0,0.0,0.0,0.0,1
1987-06-30 00:00:00+00:00,0.265625,0.0507727508108591,0.787318175398955,0.1327039285463774,0.6965905536440412,0.1748892192037566,0.3268426331368183,0.2736725163414182,0.0957428182785417,191590400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,8.4,8.02,8.4,7.57,0.0,0.0,0.0,0.0,0.05468699336051941,-249350400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1500000000000004,1.2299999999999995,1.1500000000000004,1.1500000000000004,0.0,0.0,0.0,0.0,0
1987-09-30 00:00:00+00:00,0.25,-0.1004022955206633,0.9726603575184016,-0.1770259029425842,0.3809390901088521,-0.1321383787961514,0.5101782066633795,-0.0004343284749468,0.3867099773984095,319811200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,9.42,8.94,9.42,8.34,0.0,0.0,0.0,0.0,-0.015625,128220800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199999999999996,0.9199999999999999,1.0199999999999996,0.7699999999999996,0.0,0.0,0.0,0.0,0
1987-12-31 00:00:00+00:00,0.1289059966802597,-0.0085864670731405,0.2793343003282694,-0.0236711802576088,1.4586628324946085,-0.3437931493621411,0.8166335030858993,-0.4398882310167922,0.8474360458386387,273504000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,8.99,8.45,8.99,7.86,0.0,0.0,0.0,0.0,-0.1210940033197403,-46307200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4299999999999997,-0.4900000000000002,-0.4299999999999997,-0.47999999999999954,0.0,0.0,0.0,0.0,1
1988-03-31 00:00:00+00:00,0.1835940033197403,0.0185754162810394,-0.2838723314309871,0.0064246727324884,-0.561792666364871,0.1089272879067661,-0.6601203155356851,-0.1225424963356979,-0.6702335845442812,330739200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,8.37,7.83,8.37,7.27,0.0,0.0,0.0,0.0,0.05468800663948059,57235200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.620000000000001,-0.6199999999999992,-0.620000000000001,-0.5900000000000007,0.0,0.0,0.0,0.0,1
1988-06-30 00:00:00+00:00,0.2226559966802597,0.06116827336329,0.3933214853615191,0.1343258735832266,0.9935671236298912,0.2104743377009444,1.079704636768379,0.313109442377502,0.6657606686700095,204483200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,8.92,8.49,8.92,8.03,0.0,0.0,0.0,0.0,0.03906199336051941,-126256000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500000000000007,0.6600000000000001,0.5500000000000007,0.7599999999999998,0.0,0.0,0.0,0.0,1
1988-09-30 00:00:00+00:00,0.3203130066394806,-0.0352931113067027,0.1373521126760563,0.0377570083952918,-0.0249949288917937,0.2496837833791881,-0.162271896926781,0.4700477691188847,-0.025968177724407,398985600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,8.98,8.69,8.98,8.46,0.0,0.0,0.0,0.0,0.09765700995922089,194502400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600000000000005,0.1999999999999993,0.0600000000000005,0.4300000000000015,0.0,0.0,0.0,0.0,1
1988-12-31 00:00:00+00:00,0.328125,0.0120478605287258,-0.3318360471645142,0.0210692627799538,-0.6588058203712995,0.0366100178586864,-0.6640353092302456,0.2355963660943847,-0.7389067359502387,183446400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,9.11,9.09,9.11,9.09,0.0,0.0,0.0,0.0,0.007811993360519409,-215539200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129999999999999,0.40000000000000036,0.129999999999999,0.629999999999999,0.0,0.0,0.0,0.0,1
1989-03-31 00:00:00+00:00,0.4375,0.0012770611582351,0.0014727540500736,0.019417166608864,-0.3433335479302131,0.192899134712553,-0.4574564280775164,0.3162271793943466,-0.5068354063168583,269097600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,9.36,9.51,9.36,9.68,0.0,0.0,0.0,0.0,0.109375,85651200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.41999999999999993,0.25,0.5899999999999999,0.0,0.0,0.0,0.0,1
1989-06-30 00:00:00+00:00,0.515625,-0.0600204042439486,0.981343635164421,-0.1030579188414498,0.9415300428722234,0.0235200856312501,1.458220436071357,0.2316621848329928,1.511204098029472,265753600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,8.28,8.29,8.28,8.41,0.0,0.0,0.0,0.0,0.078125,-3344000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,-1.2200000000000006,-1.08,-1.2699999999999996,0.0,0.0,0.0,0.0,1
1989-09-30 00:00:00+00:00,0.7382810115814209,0.0192599756028678,-0.1103628068650879,0.0964989804913365,-0.3894165535956581,0.2056982336374378,-0.3100782304456645,0.4035225324399433,-0.2034615006391976,360560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,8.19,8.17,8.19,8.28,0.0,0.0,0.0,0.0,0.2226560115814209,94806400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08999999999999986,-0.11999999999999922,-0.08999999999999986,-0.13000000000000078,0.0,0.0,0.0,0.0,0
1989-12-31 00:00:00+00:00,0.4453130066394806,-0.0074615667593508,1.894571773220748,-0.0452252904565873,1.440552470454222,-0.2625594867153522,1.7793426102205914,-0.2379671670723837,2.0783865045366254,379952000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.239999771118164,43.9375,32.04999923706055,75.73999786376953,19100.0,7.84,7.75,7.84,7.78,0.0,0.0,0.0,0.0,-0.2929680049419403,19392000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34999999999999964,-0.41999999999999993,-0.34999999999999964,-0.4999999999999991,0.0,0.0,0.0,0.0,0
1990-03-31 00:00:00+00:00,0.4335939884185791,0.0090906240922762,-0.4060906515580736,0.1372951057545957,-0.6028641516939601,0.0555792968167834,-0.6710458070696778,-0.1790275438839046,-0.6703478133255063,368684800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.729999542236328,43.9375,32.04999923706055,75.73999786376953,19100.0,8.59,8.6,8.59,8.63,0.0,0.0,0.0,0.0,-0.01171901822090149,-11267200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.489999771118164,0.0,0.0,0.0,0.0,0.75,0.8499999999999996,0.75,0.8500000000000005,0.0,0.0,0.0,0.0,0
1990-06-30 00:00:00+00:00,0.3554689884185791,0.0159487052065519,0.2741414141414142,0.0431794320060947,-0.4668323569441979,0.0003666301143639,-0.5012669750049203,-0.1487810464360375,-0.5266931852340414,393436800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,43.9375,32.04999923706055,75.73999786376953,19100.0,8.48,8.43,8.48,8.35,0.0,0.0,0.0,0.0,-0.078125,24752000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.229999542236328,0.0,0.0,0.0,0.0,-0.10999999999999943,-0.16999999999999993,-0.10999999999999943,-0.28000000000000114,0.0,0.0,0.0,0.0,0
1990-09-30 00:00:00+00:00,0.15625,-0.0443700812533163,0.7049820905242592,-0.2911994573966874,0.3850996852046169,-0.4676921397674452,0.189315242739029,-0.5250974960561492,-0.0580926796507722,233488000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.11000061035156,43.9375,32.04999923706055,75.73999786376953,19100.0,8.89,8.51,8.89,8.08,0.0,0.0,0.0,0.0,-0.1992189884185791,-159948800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.610000610351559,0.0,0.0,0.0,0.0,0.41000000000000014,0.08000000000000007,0.41000000000000014,-0.2699999999999996,0.0,0.0,0.0,0.0,1
1990-12-31 00:00:00+00:00,0.1875,-0.1157894736842105,0.4814312362218076,-0.0243905893405647,0.2897003100241129,0.0145602404168829,0.1832000758461586,-0.256902420153793,-0.0926862368127695,209433600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3799991607666,43.9375,32.04999923706055,75.73999786376953,19100.0,8.08,7.73,8.08,7.31,0.0,0.0,0.0,0.0,0.03125,-24054400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7300014495849574,0.0,0.0,0.0,0.0,-0.8100000000000005,-0.7799999999999994,-0.8100000000000005,-0.7700000000000005,0.0,0.0,0.0,0.0,1
1991-03-31 00:00:00+00:00,0.2695310115814209,0.0409467560153753,-0.4689578713968957,0.059092842645106,-0.6368277395875456,0.2651505060254866,-0.5619125044459123,0.2480512036660593,-0.5624682837714402,232976000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8799991607666,43.9375,32.04999923706055,75.73999786376953,19100.0,8.11,7.77,8.11,7.1,0.0,0.0,0.0,0.0,0.0820310115814209,23542400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5,0.0,0.0,0.0,0.0,0.02999999999999936,0.03999999999999915,0.02999999999999936,-0.20999999999999996,0.0,0.0,0.0,0.0,1
1991-06-30 00:00:00+00:00,0.4101560115814209,0.0352108327104003,0.5489192263936291,0.0663498459297849,-0.2360994220950457,0.3333321076071529,0.2272092219712864,0.6742685323635867,0.6612437466954081,554937600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.549999237060547,43.9375,32.04999923706055,75.73999786376953,19100.0,8.28,7.94,8.28,6.96,0.0,0.0,0.0,0.0,0.140625,321961600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6700000762939453,0.0,0.0,0.0,0.0,0.16999999999999993,0.17000000000000082,0.16999999999999993,-0.13999999999999968,0.0,0.0,0.0,0.0,1
1991-09-30 00:00:00+00:00,0.4648439884185791,-0.0425283872847056,-0.0137632717263075,-0.0982569737667682,-0.050467572786128,0.0025276249425107,-0.2045670789724072,0.2979853667404024,0.0981777313960022,587145600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.850000381469728,43.9375,32.04999923706055,75.73999786376953,19100.0,7.65,7.14,7.65,6.18,0.0,0.0,0.0,0.0,0.0546879768371582,32208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6999988555908185,0.0,0.0,0.0,0.0,-0.629999999999999,-0.8000000000000007,-0.629999999999999,-0.7800000000000002,0.0,0.0,0.0,0.0,1
1991-12-31 00:00:00+00:00,0.5078129768371582,0.0282496240130666,0.9814825051130396,0.024429360576975,1.513867753178538,0.0286625413288409,1.152957168816245,0.1400738304905631,0.8764084055475148,486441600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.309999465942383,43.9375,32.04999923706055,75.73999786376953,19100.0,7.09,6.19,7.09,5.03,0.0,0.0,0.0,0.0,0.0429689884185791,-100704000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4599990844726545,0.0,0.0,0.0,0.0,-0.5600000000000005,-0.9499999999999993,-0.5600000000000005,-1.1499999999999995,0.0,0.0,0.0,0.0,1
1992-03-31 00:00:00+00:00,0.5507810115814209,0.00304834629462,1.1072838177251525,-0.0608354236695369,0.6662253409241361,-0.0439963813272653,0.1781317772611673,0.0331765875511979,0.0555180206416139,471587200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.18000030517578,43.9375,32.04999923706055,75.73999786376953,19100.0,7.54,6.95,7.54,5.69,0.0,0.0,0.0,0.0,0.042968034744262695,-14854400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1299991607666016,0.0,0.0,0.0,0.0,0.4500000000000002,0.7599999999999998,0.4500000000000002,0.6600000000000001,0.0,0.0,0.0,0.0,0
1992-06-30 00:00:00+00:00,0.4335939884185791,0.0629276262063349,0.7868534672658385,0.0115434566550047,0.0386863145817647,-0.1313040776330911,0.3582446434431994,-0.1713323136305355,0.2484468034676683,497145600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.350000381469728,43.9375,32.04999923706055,75.73999786376953,19100.0,7.26,6.48,7.26,5.05,0.0,0.0,0.0,0.0,-0.1171870231628418,25558400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.829999923706053,0.0,0.0,0.0,0.0,-0.28000000000000025,-0.46999999999999975,-0.28000000000000025,-0.6400000000000006,0.0,0.0,0.0,0.0,0
1992-09-30 00:00:00+00:00,0.3984380066394806,-0.0151714309749502,1.0066666666666666,-0.0843796238142614,1.0395023256879683,-0.050376553045345,0.3734839366725303,-0.1877894320635837,0.4536516853932585,396790400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.279999732971191,43.9375,32.04999923706055,75.73999786376953,19100.0,6.42,5.38,6.42,3.89,0.0,0.0,0.0,0.0,-0.03515598177909851,-100355200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299993515014631,0.0,0.0,0.0,0.0,-0.8399999999999999,-1.1000000000000005,-0.8399999999999999,-1.1599999999999997,0.0,0.0,0.0,0.0,1
1992-12-31 00:00:00+00:00,0.625,0.0636275453409114,0.8941102756892231,0.0405372944471718,1.0765452734495746,0.2114070839846288,1.42575272604071,0.3224351550313339,1.4247204379415674,610809600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56999969482422,43.9375,32.04999923706055,75.73999786376953,19100.0,6.77,6.08,6.77,4.67,0.0,0.0,0.0,0.0,0.2265619933605194,214019200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7100000381469709,0.0,0.0,0.0,0.0,0.34999999999999964,0.7000000000000002,0.34999999999999964,0.7799999999999998,0.0,0.0,0.0,0.0,0
1993-03-31 00:00:00+00:00,0.625,0.0144927536231883,-0.4035688417725687,-0.0020791287073935,-0.5031357993088442,-0.0167965997882465,-0.5771978740088873,0.142720864906561,-0.5142166503640455,652467200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.529999732971191,45.1875,32.04999923706055,75.73999786376953,19100.0,5.98,5.19,5.98,3.95,0.0,0.0,0.0,0.0,0.0,41657600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999996185302912,1.25,0.0,0.0,0.0,-0.7899999999999991,-0.8899999999999997,-0.7899999999999991,-0.7199999999999998,0.0,0.0,0.0,0.0,0
1993-06-30 00:00:00+00:00,0.4765630066394806,0.0427357433081433,0.7614161758186078,0.0633359622445758,0.258699164668983,-0.0873569241101727,0.1569897622406585,-0.1579102158788848,0.2090953510508617,762649600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.260000228881836,45.0625,32.04999923706055,75.73999786376953,19100.0,5.96,5.22,5.96,4.16,0.0,0.0,0.0,0.0,-0.1484369933605194,110182400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2699995040893555,-0.125,0.0,0.0,0.0,-0.020000000000000462,0.02999999999999936,-0.020000000000000462,0.20999999999999996,0.0,0.0,0.0,0.0,0
1993-09-30 00:00:00+00:00,0.4335939884185791,-0.0311719979207722,0.3955889481337856,0.0078693334713274,0.9638395059763494,-0.0219305524978669,0.5928963629791556,-0.158772062044039,0.3613921012999,507638400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.989999771118164,45.9375,32.04999923706055,75.73999786376953,19100.0,5.36,4.73,5.36,3.85,0.0,0.0,0.0,0.0,-0.04296901822090149,-255011200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7299995422363281,0.875,0.0,0.0,0.0,-0.5999999999999996,-0.4899999999999993,-0.5999999999999996,-0.31000000000000005,0.0,0.0,0.0,0.0,0
1993-12-31 00:00:00+00:00,0.40625,-0.01886808593946,0.012423897440974,-0.1935901131191678,-0.0831502980859742,-0.1408116080812434,0.1183690132938684,-0.1221161597168925,-0.0323203815081863,614956800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65999984741211,46.59375,32.04999923706055,75.73999786376953,19100.0,5.77,5.15,5.77,4.21,0.0,0.0,0.0,0.0,-0.0273439884185791,107318400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3299999237060547,0.65625,0.0,0.0,0.0,0.40999999999999925,0.41999999999999993,0.40999999999999925,0.3599999999999999,0.0,0.0,0.0,0.0,1
1994-03-31 00:00:00+00:00,0.4765630066394806,-0.0206417347707115,0.2578508532689161,-0.0100072542588697,0.2458803825166135,0.0243501952258796,-0.0089345831880846,0.0393306713841321,-0.0810206453755466,404569600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.450000762939453,44.59375,32.04999923706055,75.73999786376953,19100.0,6.48,5.94,6.48,5.0,0.0,0.0,0.0,0.0,0.07031300663948059,-210387200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.790000915527344,-2.0,0.0,0.0,0.0,0.7100000000000009,0.79,0.7100000000000009,0.79,0.0,0.0,0.0,0.0,0
1994-06-30 00:00:00+00:00,0.4570310115814209,0.043311638767637,-0.6004443305135435,0.0535391604241326,-0.5323002240477969,-0.0311568731695519,-0.6581157697797543,-0.0280885212862106,-0.7099372543911071,419084800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.970000267028809,44.46875,32.04999923706055,75.73999786376953,19100.0,7.1,6.7,7.1,5.93,0.0,0.0,0.0,0.0,-0.019531995058059692,14515200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4800004959106445,-0.125,0.0,0.0,0.0,0.6199999999999992,0.7599999999999998,0.6199999999999992,0.9299999999999997,0.0,0.0,0.0,0.0,0
1994-09-30 00:00:00+00:00,0.4570310115814209,-0.0313430985593594,0.1091499289916819,-0.0746119007377746,-0.300262812089356,-0.0267691760094873,-0.2994817620091688,-0.0271457003901494,-0.5231974060419415,203113600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.279999732971191,46.171875,32.04999923706055,75.73999786376953,19100.0,7.46,7.08,7.46,6.39,0.0,0.0,0.0,0.0,0.0,-215971200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6900005340576172,1.703125,0.0,0.0,0.0,0.3600000000000003,0.3799999999999999,0.3600000000000003,0.45999999999999996,0.0,0.0,0.0,0.0,0
1994-12-31 00:00:00+00:00,0.3515630066394806,0.0063906011377808,0.2373077265048456,-0.0925885732699548,0.5770268126289069,-0.2029903203317382,0.6070995499905687,-0.2242159296134296,0.5061873895109017,259468800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.199999809265137,45.5625,32.04999923706055,75.73999786376953,19100.0,7.81,7.78,7.81,7.59,0.0,0.0,0.0,0.0,-0.10546800494194031,56355200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0799999237060547,-0.609375,0.0,0.0,0.0,0.34999999999999964,0.7000000000000002,0.34999999999999964,1.2000000000000002,0.0,0.0,0.0,0.0,0
1995-03-31 00:00:00+00:00,0.34375,-0.0306845585782055,0.7129040805511393,-0.0547799615780148,0.2758755670174306,-0.053084911072955,0.114747282371797,-0.1742260190066885,0.3423398688588132,372601600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.369999885559082,50.109375,32.04999923706055,75.73999786376953,19100.0,7.2,7.05,7.2,6.78,0.0,0.0,0.0,0.0,-0.00781300663948059,113132800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1700000762939453,4.546875,0.0,0.0,0.0,-0.6099999999999994,-0.7300000000000004,-0.6099999999999994,-0.8099999999999996,0.0,0.0,0.0,0.0,1
1995-06-30 00:00:00+00:00,0.3671880066394806,0.0233290513031793,-0.072156862745098,0.0409754877973945,-0.5226438188494492,0.0646206804497195,-0.5921924015336354,0.0037085845969021,-0.590115339010456,370960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.380000114440918,54.40625,32.04999923706055,75.73999786376953,19100.0,6.17,5.93,6.17,5.72,0.0,0.0,0.0,0.0,0.02343800663948059,-1641600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.989999771118164,4.296875,0.0,0.0,0.0,-1.0300000000000002,-1.12,-1.0300000000000002,-1.0600000000000005,0.0,0.0,0.0,0.0,1
1995-09-30 00:00:00+00:00,0.4921880066394806,-0.0112100235983435,-0.4344541685859051,-0.0130540404532117,-0.7291119691119691,0.1717456716260724,-0.6406833980525067,0.288829503228099,-0.5980219399655724,605884800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.739999771118164,58.484375,32.04999923706055,75.73999786376953,19100.0,6.2,6.0,6.2,5.81,0.0,0.0,0.0,0.0,0.125,234924800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.359999656677246,4.078125,0.0,0.0,0.0,0.03000000000000025,0.07000000000000028,0.03000000000000025,0.08999999999999986,0.0,0.0,0.0,0.0,1
1995-12-31 00:00:00+00:00,0.5976560115814209,-0.0122209202234558,-0.4908588714980929,-0.0055792564966903,-0.3314347890332201,0.1060012931323282,-0.4316438590814792,0.3193990889360154,-0.3551285013680467,554640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.520000457763672,61.484375,32.04999923706055,75.73999786376953,19100.0,5.71,5.51,5.71,5.32,0.0,0.0,0.0,0.0,0.10546800494194031,-51244800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2199993133544922,3.0,0.0,0.0,0.0,-0.4900000000000002,-0.4900000000000002,-0.4900000000000002,-0.4899999999999993,0.0,0.0,0.0,0.0,1
